Temperature,Humidity,CO2,HumidityRatio,Occupancy
20.15,18.7,457.25,0.002721553,1
20.13333333,18.7,458.6666667,0.002718736,0
20.175,18.7225,456,0.002729078,0
20.125,18.865,458,0.00274141,1
20.15,18.89,460,0.002749327,1
20.2,18.89,459.75,0.002757882,1
20.2,19.05,464,0.002781346,1
20.2225,19.05,463.5,0.002785236,1
20.2675,19.2175,470.25,0.0028177,1
20.29,19.2225,483.5,0.002822377,1
20.315,19.245,488.6666667,0.002830085,1
20.39,19.22,496.25,0.002839577,1
20.39,19.26,496.25,0.002845514,1
20.4175,19.29,497,0.002854832,1
20.42666667,19.16333333,504,0.002837614,1
20.4725,19.0975,503.25,0.00283587,1
20.525,19.315,509.25,0.002877666,1
20.5,19.2425,515,0.002862376,1
20.56666667,19.2,515.3333333,0.002867849,1
20.625,19.4175,524.5,0.002910988,1
20.65,19.4725,531,0.002923796,1
20.7,19.5,530.3333333,0.002937022,1
20.7,19.5,533.6666667,0.002937022,1
20.7,19.575,535.75,0.002948372,1
20.7225,19.6,546.25,0.00295627,1
20.7,19.53333333,547,0.002942066,1
20.79,19.4725,546.25,0.00294924,1
20.79,19.5,551.25,0.002953425,1
20.79,19.53333333,560,0.002958497,1
20.79,19.525,564,0.002957229,1
20.815,19.625,568.75,0.002977048,1
20.79,19.63333333,572,0.002973716,1
20.84,19.65,573,0.002985471,1
20.89,19.72,575.25,0.003005434,1
20.865,19.65,579.5,0.002990089,1
20.89,19.6,583.5,0.002987058,1
20.89,19.63333333,585.3333333,0.002992162,1
20.89,19.7,587.5,0.003002371,1
20.89,19.65,591.5,0.002994714,1
20.89,19.7,594,0.003002371,1
20.89,19.625,597.5,0.002990886,1
20.89,19.63333333,595.3333333,0.002992162,1
20.865,19.675,590.75,0.002993912,1
20.865,19.7425,589.75,0.003004233,1
20.82333333,19.66666667,591,0.002984937,1
20.84,19.695,589.5,0.002992341,1
20.89,19.7225,595.75,0.003005817,1
20.865,19.7225,596.75,0.003001175,1
20.85666667,19.76,598.6666667,0.00300536,1
20.865,19.7675,605.5,0.003008055,1
20.84,19.745,609,0.002999974,1
20.84,19.745,614,0.002999974,1
20.84,19.745,614.75,0.002999974,1
20.89,19.79,621,0.003016154,1
20.865,19.7675,620.25,0.003008055,1
20.865,19.7675,617.5,0.003008055,1
20.865,19.7675,621.25,0.003008055,1
20.89,19.79,616.6666667,0.003016154,1
20.865,19.7675,620,0.003008055,1
20.85666667,19.76,628.3333333,0.00300536,1
20.84,19.7675,635.25,0.003003409,1
20.865,19.7675,636.5,0.003008055,1
20.89,19.79,635.5,0.003016154,1
20.89,19.79,635.75,0.003016154,1
20.865,19.7675,637.5,0.003008055,1
20.84,19.745,629.75,0.002999974,1
20.865,19.7675,637.25,0.003008055,1
20.89,19.79,647.3333333,0.003016154,1
20.865,19.7675,646,0.003008055,1
20.82333333,19.73,642.6666667,0.002994596,1
20.85666667,19.79333333,648,0.003010454,1
20.89,19.79,655,0.003016154,1
20.9175,19.79,650.5,0.003021285,1
20.92666667,19.79,643.6666667,0.003022998,1
20.9175,19.79,642,0.003021285,1
20.96333333,19.79,639.3333333,0.003029855,1
20.89,19.79,648,0.003016154,1
20.89,19.815,649,0.003019983,1
20.89,19.79,654,0.003016154,1
20.89,19.92666667,660,0.003037085,1
20.89,20.13333333,677.3333333,0.003068739,1
20.89,20.354,698.2,0.003102541,1
20.89,20.4725,709.25,0.003120694,1
20.92666667,20.39,712,0.003115109,1
20.945,20.5,710,0.00313555,1
20.945,20.445,708,0.003127095,1
20.945,20.55,707.5,0.003143236,1
20.945,20.6975,725.75,0.003165912,1
20.9725,20.7675,733.25,0.003182078,1
21,20.79,735.3333333,0.00319096,1
21,20.815,740.75,0.003194817,1
21,20.865,744.25,0.003202531,1
21,20.79,757,0.00319096,1
21,20.79,759,0.00319096,1
21,20.815,752.25,0.003194817,1
21,20.865,754.5,0.003202531,1
21.025,20.945,758.5,0.003219843,1
21.05,21,764,0.003233331,1
21.05,21.05,765.25,0.003241069,1
21.1,21.15,769.75,0.003266618,1
21.1,21.245,780.25,0.003281368,1
21.1,21.29,786,0.003288355,1
21.1,21.2225,783.25,0.003277875,1
21.1,21.2675,787,0.003284862,1
21.1,21.2,787.6666667,0.003274381,1
21.1,21.2,786.75,0.003274381,1
21.1,21.2,782.5,0.003274381,1
21.1,21.1,779.75,0.003258855,1
21.1,21.05,777.5,0.003251092,1
21.1,21.1,779.3333333,0.003258855,1
21.175,21.075,782.75,0.003270077,1
21.15,21.05,787.5,0.003261142,1
21.2,21.075,777,0.003275125,1
21.2,21.06666667,789.6666667,0.003273823,1
21.175,21.075,805.25,0.003270077,1
21.2,20.9975,801.25,0.003263018,1
21.2,21,796,0.003263409,1
21.2225,21.025,793.25,0.003271853,1
21.29,20.96333333,788.3333333,0.003275814,1
21.2675,21,794.5,0.003277024,1
21.29,21,797.5,0.003281574,1
21.32333333,21.03333333,810,0.003293571,1
21.29,21,812.5,0.003281574,1
21.29,21.03333333,813.6666667,0.00328681,1
21.315,20.9725,809.25,0.003282309,1
21.29,21,812.3333333,0.003281574,1
21.29,21.03333333,807.6666667,0.00328681,1
21.315,21,810.5,0.003286635,1
21.34,21,811.5,0.003291704,1
21.325,20.978,808,0.003285198,1
21.31,20.956,804.5,0.003278702,1
21.32333333,20.86,797.3333333,0.003266287,1
21.35666667,20.92666667,796.3333333,0.003283519,1
21.39,20.865,798.5,0.003280523,1
21.39,20.79,796,0.003268669,1
21.34,20.995,801.25,0.003290916,1
21.34,21.1,811,0.003307462,1
21.29,21.245,821.5,0.003320063,1
21.34,21.2675,830.25,0.003333858,1
21.29,21.29,835,0.003327133,1
21.34,21.2,831,0.003323221,1
21.315,21.29,834.75,0.003332265,1
21.29,21.29,837,0.003327133,1
21.315,21.29,841,0.003332265,1
21.315,21.2675,844.5,0.003328725,1
21.39,21.34,847,0.003355608,1
21.39,21.2675,842.5,0.003344147,1
21.39,21.2,841,0.003333476,1
21.39,21.2475,839.5,0.003340985,1
21.365,21.3175,844.5,0.003346891,1
21.39,21.2,847,0.003333476,1
21.39,21.2675,847.75,0.003344147,1
21.32333333,21.23,843.3333333,0.003324531,1
21.365,21.315,847.25,0.003346497,1
21.39,21.34,848.5,0.003355608,1
21.34,21.445,848.5,0.003361833,1
21.39,21.39,854.25,0.003363513,1
21.34,21.1475,848.25,0.003314947,1
21.35666667,21.2,844.3333333,0.003326636,1
21.29,21.2,836.5,0.003312993,1
21.32333333,21.2,838,0.003319808,1
21.315,21.125,841.5,0.003306302,1
21.34,21,832,0.003291704,1
21.315,20.865,825,0.003265396,1
21.315,20.9175,824,0.003273655,1
21.29,21.175,826.75,0.003309066,1
21.29,21.1,824,0.003297283,1
21.29,21.2,827.5,0.003312993,1
21.29,21.236,843.5,0.003318649,1
21.365,21.17,845.6,0.00332361,1
21.39,20.79,837.3333333,0.003268669,1
21.32333333,21.06666667,825.6666667,0.003298818,1
21.39,20.97,831.75,0.003297119,1
21.4725,21.0475,832.25,0.003326228,1
21.5,21.1,843,0.00334022,1
21.5,20.725,839,0.003280543,1
21.5,20.84,832.5,0.003298842,1
21.6,21.0225,840,0.003348428,1
21.65,20.9175,850,0.003341874,1
21.675,21.1,853.75,0.003376376,1
21.7,21,852,0.003365456,1
21.7,20.9725,856.25,0.003361025,1
21.7,20.945,854.5,0.003356594,1
21.7,20.89,854,0.003347732,1
21.7,20.815,850.75,0.003335649,1
21.7,20.8925,844.5,0.003348135,1
21.7,21.075,850.75,0.00337754,1
21.73,20.89,861,0.003353911,1
21.73,20.93,865,0.003360367,1
21.7675,20.795,860.75,0.003346278,1
21.754,20.896,853.25,0.00335983,1
21.73,20.7,849.75,0.003323243,1
21.79,20.945,844.5,0.003375208,1
21.7225,20.87,846.75,0.003349138,1
21.745,20.7225,852.5,0.003329942,1
21.7,20.79,851,0.003331621,1
21.7,20.7675,854.75,0.003327996,1
21.73,20.73,852.6666667,0.003328085,1
21.7225,20.7,848.25,0.003321712,1
21.7225,20.7,848,0.003321712,1
21.7,20.6,846,0.003301012,1
21.7,20.745,844.5,0.003324371,1
21.7675,20.7925,846.75,0.003345873,1
21.76,20.73,849,0.003334225,1
21.79,20.55,837,0.003311217,1
21.79,20.5,830.3333333,0.003303117,1
21.79,20.65,829.5,0.003327416,1
21.73,20.56666667,830.6666667,0.003301723,1
21.79,20.6,834.25,0.003319316,1
21.79,20.6225,833.5,0.003322961,1
21.79,20.5,827.6666667,0.003303117,1
21.79,20.678,821.25,0.003331952,1
21.745,20.5,822.3333333,0.003293999,1
21.745,20.6,821.75,0.003310153,1
21.7,20.66666667,826,0.003311751,1
21.7225,20.65,829.5,0.003313645,1
21.7,20.6,832,0.003301012,1
21.7,20.6,823,0.003301012,1
21.7,20.6,824,0.003301012,1
21.7,20.6,825.25,0.003301012,1
21.7,20.625,830.75,0.003305039,1
21.7,20.5,831,0.003284903,1
21.7225,20.6,826,0.003305579,1
21.76,20.53333333,818.3333333,0.003302425,1
21.7225,20.525,815.75,0.003293481,1
21.7225,20.5,816,0.003289448,0
21.7,20.5,813.25,0.003284903,0
21.7,20.39,806,0.003267184,0
21.7,20.525,804.5,0.00328893,0
21.7,20.46,801,0.003278459,1
21.7,20.575,796,0.003296984,1
21.7,20.4425,801,0.00327564,1
21.7,20.39,803,0.003267184,1
21.7,20.39,795.6666667,0.003267184,1
21.7,20.4175,794,0.003271613,1
21.7,20.5,787,0.003284903,1
21.7,20.39,787,0.003267184,1
21.7,20.39,788,0.003267184,1
21.7,20.39,786.5,0.003267184,1
21.7,20.39,788.25,0.003267184,1
21.7,20.39,788.3333333,0.003267184,1
21.7,20.39,781,0.003267184,1
21.65,20.365,788.75,0.003253143,1
21.63333333,20.32333333,790.6666667,0.003243127,1
21.65,20.34,789.5,0.003249129,1
21.7,20.39,794.3333333,0.003267184,1
21.675,20.4175,792.5,0.00326659,1
21.65,20.2475,789.5,0.003234276,1
21.7,20.53333333,785.5,0.003290272,1
21.7,20.4725,792.6,0.003280473,1
21.7,20.42666667,800,0.00327309,1
21.7,20.46333333,795,0.003278996,1
21.7,20.32,795.75,0.003255909,1
21.675,20.4175,802,0.00326659,1
21.7,20.39,803,0.003267184,1
21.7,20.39,796.25,0.003267184,1
21.7,20.39,806.6666667,0.003267184,1
21.7,20.39333333,805.6666667,0.003267721,1
21.7,20.29,803,0.003251077,1
21.7,20.4175,800.25,0.003271613,1
21.7,20.39,793,0.003267184,1
21.7,20.39,791,0.003267184,1
21.7,20.5,800.5,0.003284903,1
21.7,20.42666667,808,0.00327309,1
21.7,20.39,805.5,0.003267184,1
21.7,20.39,804,0.003267184,1
21.7,20.34,798.5,0.00325913,1
21.7225,20.315,806.25,0.003259607,1
21.7,20.2475,802.5,0.003244231,1
21.73,20.29333333,794.3333333,0.003257613,1
21.79,20.3425,800.25,0.003277606,1
21.7675,20.3175,806,0.003269036,1
21.79,20.245,804.5,0.003261814,1
21.79,20.295,801,0.003269913,1
21.79,20.295,801.5,0.003269913,1
21.79,20.2675,805,0.003265458,1
21.79,20.23,802.3333333,0.003259385,1
21.76,20.26,800.6666667,0.003258234,1
21.79,20.2925,799.5,0.003269508,1
21.79,20.245,806,0.003261814,1
21.73,20.35666667,812.6666667,0.003267833,1
21.745,20.34,816.5,0.003268155,1
21.76,20.39,820.3333333,0.003279251,1
21.7675,20.545,817.5,0.003305835,1
21.79,20.39,811.3333333,0.0032853,1
21.745,20.39,820.75,0.003276231,1
21.745,20.4725,815.5,0.003289557,1
21.745,20.445,821,0.003285115,1
21.745,20.4425,821.5,0.003284711,1
21.7,20.495,813,0.003284097,1
21.73,20.35666667,801.6666667,0.003267833,1
21.73,20.29,799,0.003257076,1
21.7,20.35666667,799.6666667,0.003261815,1
21.7,20.2675,797.25,0.003247453,1
21.7,20.2225,789.75,0.003240205,1
21.7,20.2,780.25,0.003236581,1
21.7,20.16666667,782.3333333,0.003231212,1
21.7,20.1,779.3333333,0.003220475,1
21.7,20.14,773.5,0.003226917,1
21.7,20.15,771.6666667,0.003228528,1
21.7,20,769,0.00320437,1
21.7,20,763,0.00320437,1
21.7,20,760,0.00320437,1
21.7,20.1,752,0.003220475,1
21.7,20.125,757.5,0.003224501,1
21.7,20.025,759,0.003208396,1
21.7,20,757.75,0.00320437,1
21.7,20.075,754.75,0.003216449,0
21.7,20.075,755,0.003216449,0
21.65,20.05,753.5,0.003202565,0
21.65,20.05,760,0.003202565,0
21.6,20,758,0.003184732,0
21.6,20,751.75,0.003184732,0
21.6,20,739.25,0.003184732,0
21.53333333,19.96333333,732,0.003165854,0
21.55,20,733,0.003174952,0
21.525,20,723.5,0.003170072,0
21.5,19.9725,720.25,0.003160825,0
21.5,20,719.25,0.003165199,0
21.5,19.9725,714.3333333,0.003160825,0
21.4725,19.945,713.4,0.003151112,0
21.445,19.89,708,0.003137064,0
21.39,19.89,708.5,0.003126457,0
21.39,19.89,701,0.003126457,0
21.39,19.89,692.5,0.003126457,0
21.39,19.89,688.75,0.003126457,0
21.39,19.69666667,689.6666667,0.003095916,0
21.34,19.7675,676.25,0.00309755,0
21.29,19.72666667,671.3333333,0.00308161,0
21.29,19.66666667,665.3333333,0.003072191,0
21.29,19.745,662.25,0.003084488,1
21.29,19.7,660,0.003077424,1
21.29,19.625,662.5,0.00306565,1
21.29,19.575,658.75,0.003057801,1
21.29,19.6,659.25,0.003061725,1
21.29,19.55,652,0.003053876,1
21.29,19.6,653.5,0.003061725,1
21.29,19.55,658.5,0.003053876,1
21.29,19.4175,656,0.003033078,1
21.29,19.525,652.5,0.003049952,1
21.29,19.6,658.5,0.003061725,1
21.39,19.5,665.25,0.003064852,1
21.39,19.5,660,0.003064852,1
21.39,19.5,663.25,0.003064852,1
21.445,19.5,665,0.003075249,1
21.5,19.5,668.6666667,0.003085676,1
21.5,19.4725,667,0.003081303,1
21.5,19.445,664,0.00307693,1
21.5,19.4175,655.25,0.003072557,1
21.5,19.4725,655.5,0.003081303,1
21.5,19.445,659,0.00307693,1
21.5,19.365,656.25,0.003064209,1
21.5,19.39,659.5,0.003068184,1
21.5,19.29,654,0.003052283,1
21.5,19.315,647,0.003056258,0
21.5,19.39,652.6666667,0.003068184,0
21.55,19.34,663.75,0.003069662,0
21.6,19.35666667,652,0.003081782,0
21.6,19.29,653,0.003071115,0
21.625,19.2225,649.5,0.003065023,0
21.7,19.34,640,0.003098099,1
21.64,19.31,645.5,0.003081885,1
21.7,19.16666667,646,0.003070196,1
21.675,19.125,637.25,0.003058786,1
21.7,19.12,632.25,0.003062684,1
21.63333333,19.03,623.25,0.003035734,1
21.66666667,19.2,624,0.003069269,1
21.7,19.2,633.5,0.003075562,1
21.7,19.075,634.25,0.00305544,1
21.7,19.1,626,0.003059464,1
21.7225,19.1,629,0.003063696,1
21.745,19.05,626.75,0.003059863,1
21.76,19.06666667,626.6666667,0.003065375,1
21.79,18.99333333,631,0.003059158,1
21.79,19.05,629.75,0.00306833,1
21.7675,19,625,0.003056012,1
21.7675,19,626,0.003056012,1
21.79,19,627,0.003060237,1
21.79,19,630.6666667,0.003060237,1
21.79,19.15,639.25,0.003084516,1
21.76,19.03333333,642.3333333,0.00305999,1
21.79,19.05,637,0.00306833,1
21.79,19.1,654.5,0.003076423,1
21.79,19.2,658.5,0.00309261,1
21.79,19.2,669,0.00309261,1
21.82333333,19.23,673,0.003103811,1
21.89,19.32333333,680,0.003131738,1
21.815,19.3675,683.5,0.003124517,1
21.89,19.5,688.3333333,0.003160516,1
21.89,19.55,709.75,0.003168661,1
21.89,19.675,717.75,0.003189025,1
21.89,19.5,717,0.003160516,1
21.89,19.6,720.5,0.003176807,1
21.89,19.76,731,0.003202874,1
21.945,19.79,735.5,0.003218604,1
22,19.79,735.6666667,0.003229478,1
22,19.7175,733.25,0.003217586,1
22,19.7675,724.75,0.003225787,1
22,19.84,729,0.00323768,1
22,19.87,738,0.003242601,1
22,20,756.3333333,0.003263927,1
22,20,763.75,0.003263927,1
22.05,20.05,773.75,0.003282176,1
22.06666667,20.06666667,766,0.003288276,1
22.1,20.075,760,0.003296375,1
22.1,20.13333333,767,0.003306005,1
22.1,20.1975,768.5,0.003316597,1
22.1,20.1,767.5,0.003300502,1
22.1,20.13333333,767.6666667,0.003306005,1
22.125,20.3175,769.25,0.003341523,1
22.15,20.5,790,0.003376868,1
22.16666667,20.46333333,799.6666667,0.003374239,1
22.2,20.5,803.75,0.003387225,1
22.2,20.445,804.5,0.003378088,1
22.2,20.65,802.25,0.003412146,1
22.2,20.7225,816.75,0.003424191,1
22.2,20.55,812,0.003395532,1
22.2,20.55,810.3333333,0.003395532,1
22.2,20.7225,827,0.003424191,1
22.175,20.745,830.25,0.003422685,1
22.2,20.65,826,0.003412146,1
22.2,20.625,822.5,0.003407992,1
22.2,20.66333333,832,0.003414361,1
22.2,20.745,840,0.00342793,1
22.13333333,20.82333333,846,0.003426922,1
22.16666667,20.85666667,853.3333333,0.003439455,1
22.175,20.8975,857.5,0.003447985,1
22.2,20.7,860,0.003420453,1
22.2,20.945,863.5,0.003461162,1
22.2,20.92,865,0.003457008,1
22.2,21.1475,875,0.003494813,1
22.2,21.245,882.5,0.003511017,1
22.2,21.34,888.25,0.003526806,1
22.2,21.3175,894,0.003523066,1
22.2,21.29,895.3333333,0.003518496,1
22.2,21.4175,893,0.003539687,1
22.175,21.445,890,0.003538834,1
22.16666667,21.46333333,898,0.003540069,1
22.175,21.39,899.25,0.003529707,1
22.2,21.5,896,0.0035534,1
22.2,21.2925,902.5,0.003518911,1
22.2,21.4,903.3333333,0.003536778,1
22.2,21.445,904.5,0.003544258,1
22.2,21.5,905,0.0035534,1
22.2,21.575,910.75,0.003565866,1
22.2,21.7675,915.25,0.003597866,1
22.2,21.66666667,923.6666667,0.003581104,1
22.2,21.7675,930,0.003597866,1
22.15,21.745,930.5,0.003583133,1
22.2,21.7,925.25,0.003586645,1
22.16666667,21.76,920.3333333,0.003589282,1
22.125,21.7475,922,0.003578061,1
22.1,21.77,924,0.0035763,1
22.1,21.49666667,919.3333333,0.003531142,1
22.1,21.1475,893.5,0.003473466,1
22.1,21.67,884.5,0.003559778,1
22.1,21.84,914,0.003587865,1
22.1,21.63333333,925,0.00355372,1
22.1,21.1175,887,0.003468511,1
22.1,21.575,884.25,0.003544083,1
22.1,21.6,893.3333333,0.003548213,1
22.1,21.625,895,0.003552343,1
22.1,21.2925,889.75,0.003497416,1
22.1,21.15,880.5,0.003473879,1
22.075,21.2225,864.75,0.003480516,1
22.1,21.2,863,0.003482138,1
22.05,21.3975,868.5,0.003504003,1
22.06666667,21.49333333,876.3333333,0.003523384,1
22.075,21.3925,880.5,0.003508554,1
22.03333333,21.56666667,883.6666667,0.003528255,1
22.1,21.595,892,0.003547387,1
22.1,21.225,884.5,0.003486267,1
22.1,21.145,883.5,0.003473053,1
22.1,21.32,876,0.003501959,1
22.1,21.53333333,882.3333333,0.0035372,1
22.1,21.3925,908.5,0.003513935,1
22.1,21.16333333,892.3333333,0.003476081,1
22.1,21.365,878.25,0.003509392,1
22.1,21.06666667,870,0.003460116,1
22.1,20.96333333,866.6666667,0.00344305,1
22.1,21.26,863.3333333,0.003492048,1
22.1,21.445,883.5,0.003522607,1
22.1,21.46333333,896,0.003525636,1
22.1,21.445,901.75,0.003522607,1
22.1,21.2475,896.5,0.003489983,1
22.06666667,21.06666667,876.3333333,0.003453053,1
22.075,21.1725,865,0.00347227,1
22.05,21.2425,872,0.003478479,1
22,20.795,873.5,0.003394376,1
22,20.96333333,854,0.003422005,1
22,21.2425,865.25,0.003467829,1
22,20.94,870.5,0.003418175,1
22,21.15666667,858.6666667,0.003453739,1
22.00833333,21.08416667,861.6333333,0.003443598,1
22.01666667,21.01166667,864.6,0.003433446,1
22,20.92,858.25,0.003414892,1
21.9725,21.315,869.75,0.003473866,1
22,21.15,877.75,0.003452645,1
22,20.8675,867.75,0.003406275,1
22,20.945,861,0.003418996,1
22,21.32,866.5,0.003480552,1
22,21.3925,880.75,0.003492454,1
22,21.05,880,0.00343623,1
22,21.2725,874,0.003472754,1
21.96333333,21.46333333,885.6666667,0.00349621,1
21.9725,21.3925,901.25,0.003486567,1
21.96333333,21.29,893.6666667,0.003467818,1
21.89,21.1725,886.5,0.003433088,1
21.89,21.32333333,879,0.003457681,1
21.9175,21.315,879,0.003462161,1
21.89,21.39,884.25,0.003468552,1
21.89,21.245,877,0.003444908,1
21.89,21.22,875.75,0.003440832,1
21.89,21.34,877,0.003460399,1
21.89,21.29,879,0.003452246,1
21.89,21.1725,871.75,0.003433088,1
21.89,21.5225,880.5,0.003490158,1
21.89,21.39,895.6666667,0.003468552,1
21.89,21.2675,896,0.003448577,1
21.865,21.32,883,0.003451835,1
21.89,21.49666667,889,0.003485945,1
21.865,21.3175,890.5,0.003451428,1
21.79,21.53,897,0.003470005,1
21.84,21.4425,913.75,0.003466454,1
21.79,21.1975,902.5,0.003416121,1
21.76,21.2,890.3333333,0.003410235,1
21.745,21.1725,876,0.003402649,1
21.79,21.445,890,0.003456229,1
21.745,21.34,893,0.003429717,1
21.73,21.29333333,891.6666667,0.003419022,1
21.7225,21.5225,897.5,0.00345443,1
21.7225,21.5225,903.75,0.00345443,1
21.7,21.34,908.5,0.003420244,1
21.73,21.56666667,907,0.003463155,1
21.7225,21.525,910.5,0.003454834,1
21.745,21.675,917.25,0.003483859,1
21.79,21.6,926.5,0.00348135,1
21.79,21.55,925,0.003473246,1
21.79,21.63333333,921.6666667,0.003486752,1
21.7675,21.7675,934,0.003503651,1
21.7675,21.865,947.25,0.003519434,1
21.79,21.82333333,953,0.003517549,1
21.79,21.8175,959,0.003516603,1
21.79,21.945,959.5,0.003537271,1
21.7675,21.6975,962,0.003492321,1
21.76,21.82666667,944,0.00351161,1
21.7225,21.8925,953.5,0.003514152,1
21.745,21.815,949,0.003506488,1
21.7,21.82333333,948.6666667,0.003498145,1
21.745,21.815,952.75,0.003506488,1
21.7225,21.97,951.25,0.003526663,1
21.79,22.05,961.5,0.003554292,1
21.79,21.775,964.25,0.003509714,1
21.7675,21.745,951,0.003500009,1
21.79,21.79333333,945.6666667,0.003512686,1
21.79,21.7225,936,0.003501205,1
21.7675,21.79,935,0.003507293,1
21.79,21.745,938,0.003504852,1
21.7675,21.8175,926.75,0.003511745,1
21.7675,21.89,932,0.00352348,1
21.79,21.79,942,0.003512146,1
21.79,21.79,935,0.003512146,1
21.79,21.79,937.5,0.003512146,1
21.79,21.65,927.25,0.003489454,1
21.79,21.6,916.5,0.00348135,1
21.79,21.745,914,0.003504852,1
21.79,21.7,910,0.003497558,1
21.79,21.65,923,0.003489454,1
21.84,21.65,918.75,0.003500188,1
21.84,21.6,904,0.003492059,1
21.79,21.395,901,0.003448126,1
21.79,21.6,893,0.00348135,1
21.79,21.6225,885.5,0.003484997,1
21.745,21.575,890,0.003467696,1
21.7225,21.5475,886.5,0.003458465,1
21.7,21.42666667,887,0.003434211,1
21.7,21.525,883.25,0.003450059,1
21.7,21.445,874,0.003437165,1
21.7,21.575,874,0.003458117,1
21.7,21.53333333,871.6666667,0.003451402,1
21.7,21.6,879.25,0.003462147,1
21.7,21.516,872.75,0.003448608,1
21.7,21.36,868.5,0.003423467,1
21.7,21.5,859.75,0.00344603,1
21.7,21.2675,848.25,0.00340856,1
21.66666667,21.39,843,0.003421283,1
21.625,21.315,849,0.003400496,1
21.6,21.39,841.6666667,0.003407283,1
21.6,21.39,847.5,0.003407283,1
21.6,21.34,844.25,0.003399275,1
21.6,21.32333333,844.3333333,0.003396605,1
21.6,21.29,838.75,0.003391267,1
21.6,21.29,831.6666667,0.003391267,1
21.6,21.2675,822.25,0.003387663,1
21.6,21.2,817.5,0.003376853,1
21.6,21.13333333,819,0.003366176,1
21.6,21.13333333,817.6666667,0.003366176,1
21.6,21.2,818,0.003376853,1
21.625,21.2225,819.75,0.003385659,1
21.65,21.2,819.5,0.003387254,1
21.66666667,21.22666667,813,0.003395015,1
21.65,21.125,811.75,0.003375206,1
21.675,21.175,813.75,0.003388442,1
21.7,21.125,812,0.003385597,1
21.7,21.05,801,0.003373512,1
21.63333333,20.96333333,801,0.003345806,1
21.675,21.175,798.75,0.003388442,1
21.7,21.08,805.75,0.003378346,1
21.7,20.89,802.25,0.003347732,1
21.625,20.9975,791.5,0.003349571,1
21.65,20.9175,790.5,0.003341874,1
21.65,20.89,780.5,0.003337457,1
21.7,20.9175,781,0.003352163,1
21.7,20.96333333,780.3333333,0.003359548,1
21.7,20.85666667,778,0.003342362,1
21.7,20.865,778.5,0.003343704,1
21.7,20.945,780.75,0.003356594,1
21.7,20.84,772,0.003339676,1
21.7,20.89,777,0.003347732,1
21.7,20.89,780.5,0.003347732,1
21.7,20.84,778.5,0.003339676,0
21.675,20.9725,781.25,0.003355863,0
21.65,20.795,780.5,0.003322199,0
21.6,20.6,775.5,0.003280778,0
21.53333333,20.7,763.3333333,0.003283294,0
21.5,20.6,758,0.003260653,0
21.5,20.7,750.5,0.003276565,0
21.5,20.7,746,0.003276565,0
21.5,20.65,750,0.003268609,0
21.5,20.7,740,0.003276565,0
21.445,20.6,738.5,0.00324963,0
21.39,20.5,730.6666667,0.003222838,0
21.39,20.5,725.5,0.003222838,0
21.39,20.5,724,0.003222838,0
21.39,20.5,722.5,0.003222838,0
21.39,20.5,719,0.003222838,0
21.32333333,20.5,711,0.003209626,0
21.32333333,20.5,703.6666667,0.003209626,0
21.29,20.5,703,0.003203039,0
21.29,20.39333333,704.3333333,0.003186287,0
21.29,20.29,689,0.00317006,0
21.2,20.29,686.5,0.003152515,0
21.2,20.245,674.5,0.003145488,0
21.2,20.15,672,0.003130654,0
21.2,20.2,666.5,0.003138461,0
21.175,20.2,664.75,0.003133625,0
21.1,20.15,664.5,0.003111395,0
21.1,20.2,661,0.003119155,0
21.1,20.2,649.5,0.003119155,0
21.1,20.1,647,0.003103636,0
21.1,20.1,645.5,0.003103636,0
21.05,20.05,644,0.003086335,0
21,20,636.5,0.003069109,0
21,20,630.5,0.003069109,0
21,20,626,0.003069109,0
21,20,625,0.003069109,0
21,20,625.5,0.003069109,0
21,19.945,624,0.003060627,0
21,19.89,614,0.003052146,0
20.89,20,616.5,0.003048317,0
20.92666667,20,609.6666667,0.003055233,0
21,19.89333333,607.5,0.00305266,0
21,19.89,602,0.003052146,0
21,19.89,598,0.003052146,0
20.89,19.79,595.5,0.003016154,0
21,19.79,593,0.003036726,0
20.89,19.79,592,0.003016154,0
20.89,19.79,582,0.003016154,0
20.89,19.79,581.6666667,0.003016154,0
20.89,19.79,576.5,0.003016154,0
20.945,19.79,572.5,0.003026424,0
20.89,19.79,575.5,0.003016154,0
20.89,19.745,578.5,0.003009263,0
21,19.79,578,0.003036726,0
20.945,19.7,572.5,0.003012594,0
20.96333333,19.63333333,574.3333333,0.003005753,0
20.945,19.695,570,0.003011826,0
21,19.5,569,0.002992012,0
20.89,19.65,562,0.002994714,0
20.89,19.5,562,0.002971745,0
20.79,19.6,550,0.002968643,0
20.84,19.65,551,0.002985471,0
20.79,19.6,551.6666667,0.002968643,0
20.79,19.6,547,0.002968643,0
20.79,19.5,537,0.002953425,0
20.7,19.39,532.5,0.002920377,0
20.79,19.5,533,0.002953425,0
20.745,19.445,536,0.002936867,0
20.7,19.42666667,530,0.002925925,0
20.7,19.4725,531.4,0.002932861,0
20.7,19.445,520,0.002928699,0
20.7,19.39,521.5,0.002920377,0
20.7,19.5,528.5,0.002937022,0
20.7,19.5,530,0.002937022,0
20.63333333,19.32333333,523.6666667,0.002898301,0
20.6,19.29,525,0.002887311,0
20.6,19.34,523,0.00289483,0
20.6,19.35666667,525,0.002897336,0
20.6,19.29,517.5,0.002887311,0
20.6,19.39,519.5,0.002902349,0
